longitude,latitude,name,amenity,zipcode,zip_distance_km
-122.2638143,37.8466454,Sankofa United Elementary School,school,94609,1.1726379344794948
-118.133569,33.8411448,Mark Twain Elementary School,school,90714,1.1185050143737763
-118.0965633,33.8302223,McBride High School,school,90808,1.4399708913357399
-122.2210026,37.7733878,Ascend Elementary School,school,94601,0.8904275171341285
-122.2374842,37.8001231,Bella Vista Elementary School,school,94622,0.3551661563633844
-122.243816,37.8037544,Cleveland Elementary School,school,94606,0.899217247183904
-122.227547,37.8111312,Crocker Highlands Elementary School,school,94622,1.4532121995946052
-122.2486229,37.7932423,Franklin Elementary School,school,94606,0.5723205839206736
-122.2352097,37.7862764,Garfield Elementary School,school,94606,1.2468588729003323
-122.2197386,37.8059039,Glenview Elementary School,school,94602,0.9790274202046996
-122.2129629,37.7799657,Jefferson Elementary School,school,94601,0.3273343369340402
-122.2307834,37.7794994,International Community Elementary School,school,94601,1.2525006870542947
-122.2026406,37.8193299,Joaquin Miller Elementary School,school,94602,2.1386158024894444
-122.2577263,37.795562,La Escuelita Education Center,school,94606,1.3028243494978755
-122.2317861,37.7758112,Lazear Elementary School,school,94601,1.4369659625361881
-122.2250461,37.7917832,Manzanita Community Elementary School,school,94622,1.1055103385982306
-122.1568132,37.7513527,Alternative Learning Community School,school,94605,1.5278493160263178
-122.2027456,37.8202045,Montera Middle School,school,94602,2.228207715138478
-122.217281,37.7850114,Calvin Simmons Middle School,school,94601,0.49416270930358147
-122.2821904,37.8077763,West Oakland Middle School,school,94607,0.26644771378112136
-122.2611838,37.8147569,Westlake Middle School,school,94612,0.852912921837137
-122.1645195,37.7592011,Castlemont High School,school,94605,0.5551812322184589
-122.2386355,37.7846433,Community School for Creative Education,school,94606,1.285289976193211
-122.1908026,37.7590151,Rudsdale Continuation High School,school,94621,0.4839029858671386
-122.1617923,37.7982107,Skyline Senior High School,school,94619,2.60889858403672
-122.2655803,37.8173894,Street Academy High School,school,94612,0.9942463437334198
-122.154489,37.76626,Bay Area Technology School,school,94605,0.8108962858130042
-121.5865207,37.030922,Antonio Del Buono Elementary,school,95020,2.0621928532159055
-121.5946303,37.000704,Ascencion Solorsano Middle School,school,95020,2.1262948226750567
-121.5762098,36.9951477,Gilroy High School,school,95021,1.674513234832975
-121.5777959,37.011456,Brownell Middle School,school,95020,0.2753042227237058
-121.5851963,37.0074737,El Roble Elementary School,school,95020,1.0010948914453686
